Country/area,Technology,Year,Public Investments (2022 Million USD)
Ethiopia,Solar thermal energy,2022,
Ethiopia,Solar thermal energy,2023,
Ethiopia,Concentrated solar power,2019,
Ethiopia,Concentrated solar power,2020,
Ethiopia,Concentrated solar power,2021,
Ethiopia,Concentrated solar power,2022,
Ethiopia,Concentrated solar power,2023,
Ethiopia,Onshore wind energy,2019,56.4
Ethiopia,Onshore wind energy,2020,
Ethiopia,Onshore wind energy,2021,22.76
Ethiopia,Onshore wind energy,2022,0.08
Ethiopia,Onshore wind energy,2023,20.52
Ethiopia,Offshore wind energy,2019,
Ethiopia,Offshore wind energy,2020,
Ethiopia,Offshore wind energy,2021,
Ethiopia,Offshore wind energy,2022,
Ethiopia,Offshore wind energy,2023,
Ethiopia,Renewable hydropower,2019,0
Ethiopia,Renewable hydropower,2020,1.3
Ethiopia,Renewable hydropower,2021,
Ethiopia,Renewable hydropower,2022,
Ethiopia,Renewable hydropower,2023,
Ethiopia,Pumped storage,2019,
Ethiopia,Pumped storage,2020,
Ethiopia,Pumped storage,2021,
Ethiopia,Pumped storage,2022,
Ethiopia,Pumped storage,2023,
Ethiopia,Marine energy,2019,
Ethiopia,Marine energy,2020,
Ethiopia,Marine energy,2021,
Ethiopia,Marine energy,2022,
Ethiopia,Marine energy,2023,
Ethiopia,Nuclear,2019,
Ethiopia,Nuclear,2020,
Ethiopia,Nuclear,2021,
Ethiopia,Nuclear,2022,
Ethiopia,Nuclear,2023,
European Union (27),Ongrid solar photovoltaic,2019,
European Union (27),Ongrid solar photovoltaic,2020,
European Union (27),Ongrid solar photovoltaic,2021,
European Union (27),Ongrid solar photovoltaic,2022,
European Union (27),Ongrid solar photovoltaic,2023,
European Union (27),Offgrid solar photovoltaic,2019,
European Union (27),Offgrid solar photovoltaic,2020,
European Union (27),Offgrid solar photovoltaic,2021,
European Union (27),Offgrid solar photovoltaic,2022,
European Union (27),Offgrid solar photovoltaic,2023,
European Union (27),Solar thermal energy,2019,
European Union (27),Solar thermal energy,2020,
European Union (27),Solar thermal energy,2021,
European Union (27),Solar thermal energy,2022,
European Union (27),Solar thermal energy,2023,
European Union (27),Concentrated solar power,2019,
European Union (27),Concentrated solar power,2020,
European Union (27),Concentrated solar power,2021,
European Union (27),Concentrated solar power,2022,
European Union (27),Concentrated solar power,2023,
European Union (27),Onshore wind energy,2019,
European Union (27),Onshore wind energy,2020,
European Union (27),Onshore wind energy,2021,
European Union (27),Onshore wind energy,2022,
European Union (27),Onshore wind energy,2023,
European Union (27),Offshore wind energy,2019,
European Union (27),Offshore wind energy,2020,
European Union (27),Offshore wind energy,2021,
European Union (27),Offshore wind energy,2022,
European Union (27),Offshore wind energy,2023,
European Union (27),Renewable hydropower,2019,
European Union (27),Renewable hydropower,2020,
European Union (27),Renewable hydropower,2021,
European Union (27),Renewable hydropower,2022,
European Union (27),Renewable hydropower,2023,
European Union (27),Pumped storage,2019,
European Union (27),Pumped storage,2020,
European Union (27),Pumped storage,2021,
European Union (27),Pumped storage,2022,
European Union (27),Pumped storage,2023,
European Union (27),Marine energy,2019,
European Union (27),Marine energy,2020,
European Union (27),Marine energy,2021,
European Union (27),Marine energy,2022,
European Union (27),Marine energy,2023,
European Union (27),Nuclear,2019,
European Union (27),Nuclear,2020,
European Union (27),Nuclear,2021,
European Union (27),Nuclear,2022,
European Union (27),Nuclear,2023,
Fiji,Ongrid solar photovoltaic,2019,0.01
Fiji,Ongrid solar photovoltaic,2020,4.01
Fiji,Ongrid solar photovoltaic,2021,0.01
Fiji,Ongrid solar photovoltaic,2022,
Fiji,Ongrid solar photovoltaic,2023,
Fiji,Offgrid solar photovoltaic,2019,
Fiji,Offgrid solar photovoltaic,2020,0.04
Fiji,Offgrid solar photovoltaic,2021,
Fiji,Offgrid solar photovoltaic,2022,
Fiji,Offgrid solar photovoltaic,2023,0.72
Fiji,Solar thermal energy,2019,
Fiji,Solar thermal energy,2020,
Fiji,Solar thermal energy,2021,
Fiji,Solar thermal energy,2022,
Fiji,Solar thermal energy,2023,
Fiji,Concentrated solar power,2019,
Fiji,Concentrated solar power,2020,
Fiji,Concentrated solar power,2021,
Fiji,Concentrated solar power,2022,
Fiji,Concentrated solar power,2023,
Fiji,Onshore wind energy,2019,
Fiji,Onshore wind energy,2020,
Fiji,Onshore wind energy,2021,
Fiji,Onshore wind energy,2022,
Fiji,Onshore wind energy,2023,
Fiji,Offshore wind energy,2019,
Fiji,Offshore wind energy,2020,
Fiji,Offshore wind energy,2021,
Fiji,Offshore wind energy,2022,
Fiji,Offshore wind energy,2023,
Fiji,Renewable hydropower,2019,0
Fiji,Renewable hydropower,2020,
Fiji,Renewable hydropower,2021,0.48
Fiji,Renewable hydropower,2022,
Fiji,Renewable hydropower,2023,0.32
Fiji,Pumped storage,2019,
Fiji,Pumped storage,2020,
Fiji,Pumped storage,2021,
Fiji,Pumped storage,2022,
Fiji,Pumped storage,2023,
Fiji,Marine energy,2019,
Fiji,Marine energy,2020,
Fiji,Marine energy,2021,
Fiji,Marine energy,2022,
Fiji,Marine energy,2023,
Fiji,Nuclear,2019,
Fiji,Nuclear,2020,
Fiji,Nuclear,2021,
Fiji,Nuclear,2022,
Fiji,Nuclear,2023,
Finland,Ongrid solar photovoltaic,2019,
Finland,Ongrid solar photovoltaic,2020,
Finland,Ongrid solar photovoltaic,2021,
Finland,Ongrid solar photovoltaic,2022,
Finland,Ongrid solar photovoltaic,2023,
Finland,Offgrid solar photovoltaic,2019,
Finland,Offgrid solar photovoltaic,2020,
Finland,Offgrid solar photovoltaic,2021,
Finland,Offgrid solar photovoltaic,2022,
Finland,Offgrid solar photovoltaic,2023,
Finland,Solar thermal energy,2019,
Finland,Solar thermal energy,2020,
Finland,Solar thermal energy,2021,
Finland,Solar thermal energy,2022,
Finland,Solar thermal energy,2023,
Finland,Concentrated solar power,2019,
Finland,Concentrated solar power,2020,
Finland,Concentrated solar power,2021,
Finland,Concentrated solar power,2022,
Finland,Concentrated solar power,2023,
Finland,Onshore wind energy,2019,
Finland,Onshore wind energy,2020,
Finland,Onshore wind energy,2021,65.59
Finland,Onshore wind energy,2022,
Finland,Onshore wind energy,2023,65.83
Finland,Offshore wind energy,2019,
Finland,Offshore wind energy,2020,
Finland,Offshore wind energy,2021,
Finland,Offshore wind energy,2022,
Finland,Offshore wind energy,2023,
Finland,Renewable hydropower,2019,
Finland,Renewable hydropower,2020,134.2
Finland,Renewable hydropower,2021,
Finland,Renewable hydropower,2022,
Finland,Renewable hydropower,2023,65.83
Finland,Pumped storage,2019,
Finland,Pumped storage,2020,
Finland,Pumped storage,2021,
Finland,Pumped storage,2022,
Finland,Pumped storage,2023,
Finland,Marine energy,2019,
Finland,Marine energy,2020,
Finland,Marine energy,2021,
Finland,Marine energy,2022,
Finland,Marine energy,2023,
Finland,Nuclear,2019,
Finland,Nuclear,2020,
Finland,Nuclear,2021,
Finland,Nuclear,2022,
Finland,Nuclear,2023,
France,Ongrid solar photovoltaic,2019,
France,Ongrid solar photovoltaic,2020,
France,Ongrid solar photovoltaic,2021,
France,Ongrid solar photovoltaic,2022,
France,Ongrid solar photovoltaic,2023,
France,Offgrid solar photovoltaic,2019,
France,Offgrid solar photovoltaic,2020,
France,Offgrid solar photovoltaic,2021,
France,Offgrid solar photovoltaic,2022,
France,Offgrid solar photovoltaic,2023,
France,Solar thermal energy,2019,
France,Solar thermal energy,2020,
France,Solar thermal energy,2021,
France,Solar thermal energy,2022,
France,Solar thermal energy,2023,
France,Concentrated solar power,2019,
France,Concentrated solar power,2020,
France,Concentrated solar power,2021,
France,Concentrated solar power,2022,
France,Concentrated solar power,2023,
France,Onshore wind energy,2019,
France,Onshore wind energy,2020,
France,Onshore wind energy,2021,
France,Onshore wind energy,2022,
France,Onshore wind energy,2023,
France,Offshore wind energy,2019,
France,Offshore wind energy,2020,507.44
France,Offshore wind energy,2021,385.08
France,Offshore wind energy,2022,168.49
France,Offshore wind energy,2023,1228.46
France,Renewable hydropower,2019,
France,Renewable hydropower,2020,
France,Renewable hydropower,2021,
France,Renewable hydropower,2022,
France,Renewable hydropower,2023,
France,Pumped storage,2019,
France,Pumped storage,2020,
France,Pumped storage,2021,
France,Pumped storage,2022,
France,Pumped storage,2023,
France,Marine energy,2019,
France,Marine energy,2020,
France,Marine energy,2021,
France,Marine energy,2022,
France,Marine energy,2023,
France,Nuclear,2019,
France,Nuclear,2020,
France,Nuclear,2021,
France,Nuclear,2022,
France,Nuclear,2023,
French Guiana,Ongrid solar photovoltaic,2019,
French Guiana,Ongrid solar photovoltaic,2020,
French Guiana,Ongrid solar photovoltaic,2021,27.51
French Guiana,Ongrid solar photovoltaic,2022,
French Guiana,Ongrid solar photovoltaic,2023,
French Guiana,Offgrid solar photovoltaic,2019,
French Guiana,Offgrid solar photovoltaic,2020,
French Guiana,Offgrid solar photovoltaic,2021,
French Guiana,Offgrid solar photovoltaic,2022,
French Guiana,Offgrid solar photovoltaic,2023,
French Guiana,Solar thermal energy,2019,
French Guiana,Solar thermal energy,2020,
French Guiana,Solar thermal energy,2021,
French Guiana,Solar thermal energy,2022,
French Guiana,Solar thermal energy,2023,
French Guiana,Concentrated solar power,2019,
French Guiana,Concentrated solar power,2020,
French Guiana,Concentrated solar power,2021,
French Guiana,Concentrated solar power,2022,
French Guiana,Concentrated solar power,2023,
French Guiana,Onshore wind energy,2019,
French Guiana,Onshore wind energy,2020,
French Guiana,Onshore wind energy,2021,
French Guiana,Onshore wind energy,2022,
French Guiana,Onshore wind energy,2023,
French Guiana,Offshore wind energy,2019,
French Guiana,Offshore wind energy,2020,
French Guiana,Offshore wind energy,2021,
French Guiana,Offshore wind energy,2022,
French Guiana,Offshore wind energy,2023,
French Guiana,Renewable hydropower,2019,
French Guiana,Renewable hydropower,2020,
French Guiana,Renewable hydropower,2021,
French Guiana,Renewable hydropower,2022,
French Guiana,Renewable hydropower,2023,
French Guiana,Pumped storage,2019,
French Guiana,Pumped storage,2020,
French Guiana,Pumped storage,2021,
French Guiana,Pumped storage,2022,
French Guiana,Pumped storage,2023,
French Guiana,Marine energy,2019,
French Guiana,Marine energy,2020,
French Guiana,Marine energy,2021,
French Guiana,Marine energy,2022,
French Guiana,Marine energy,2023,
French Guiana,Nuclear,2019,
French Guiana,Nuclear,2020,
French Guiana,Nuclear,2021,
French Guiana,Nuclear,2022,
French Guiana,Nuclear,2023,
French Polynesia,Ongrid solar photovoltaic,2019,
French Polynesia,Ongrid solar photovoltaic,2020,
French Polynesia,Ongrid solar photovoltaic,2021,
French Polynesia,Ongrid solar photovoltaic,2022,
French Polynesia,Ongrid solar photovoltaic,2023,
French Polynesia,Offgrid solar photovoltaic,2019,
French Polynesia,Offgrid solar photovoltaic,2020,
French Polynesia,Offgrid solar photovoltaic,2021,
French Polynesia,Offgrid solar photovoltaic,2022,
French Polynesia,Offgrid solar photovoltaic,2023,
French Polynesia,Solar thermal energy,2019,
French Polynesia,Solar thermal energy,2020,
French Polynesia,Solar thermal energy,2021,
French Polynesia,Solar thermal energy,2022,
French Polynesia,Solar thermal energy,2023,
French Polynesia,Concentrated solar power,2019,
French Polynesia,Concentrated solar power,2020,
French Polynesia,Concentrated solar power,2021,
French Polynesia,Concentrated solar power,2022,
French Polynesia,Concentrated solar power,2023,
French Polynesia,Onshore wind energy,2019,
French Polynesia,Onshore wind energy,2020,
French Polynesia,Onshore wind energy,2021,
French Polynesia,Onshore wind energy,2022,
French Polynesia,Onshore wind energy,2023,
French Polynesia,Offshore wind energy,2019,
French Polynesia,Offshore wind energy,2020,
French Polynesia,Offshore wind energy,2021,
French Polynesia,Offshore wind energy,2022,
French Polynesia,Offshore wind energy,2023,
French Polynesia,Renewable hydropower,2019,
French Polynesia,Renewable hydropower,2020,
French Polynesia,Renewable hydropower,2021,
French Polynesia,Renewable hydropower,2022,
French Polynesia,Renewable hydropower,2023,
French Polynesia,Pumped storage,2019,
French Polynesia,Pumped storage,2020,
French Polynesia,Pumped storage,2021,
French Polynesia,Pumped storage,2022,
French Polynesia,Pumped storage,2023,
French Polynesia,Marine energy,2019,
French Polynesia,Marine energy,2020,
French Polynesia,Marine energy,2021,
French Polynesia,Marine energy,2022,
French Polynesia,Marine energy,2023,
French Polynesia,Nuclear,2019,
French Polynesia,Nuclear,2020,
French Polynesia,Nuclear,2021,
French Polynesia,Nuclear,2022,
French Polynesia,Nuclear,2023,
Gabon,Ongrid solar photovoltaic,2019,
Gabon,Ongrid solar photovoltaic,2020,
Gabon,Ongrid solar photovoltaic,2021,
Gabon,Ongrid solar photovoltaic,2022,
Gabon,Ongrid solar photovoltaic,2023,
Gabon,Offgrid solar photovoltaic,2019,
Gabon,Offgrid solar photovoltaic,2020,
Gabon,Offgrid solar photovoltaic,2021,
Gabon,Offgrid solar photovoltaic,2022,
Gabon,Offgrid solar photovoltaic,2023,
Gabon,Solar thermal energy,2019,
Gabon,Solar thermal energy,2020,
Gabon,Solar thermal energy,2021,
Gabon,Solar thermal energy,2022,
Gabon,Solar thermal energy,2023,
Gabon,Concentrated solar power,2019,
Gabon,Concentrated solar power,2020,
Gabon,Concentrated solar power,2021,
Gabon,Concentrated solar power,2022,
Gabon,Concentrated solar power,2023,
Gabon,Onshore wind energy,2019,
Gabon,Onshore wind energy,2020,
Gabon,Onshore wind energy,2021,
Gabon,Onshore wind energy,2022,
Gabon,Onshore wind energy,2023,
Gabon,Offshore wind energy,2019,
Gabon,Offshore wind energy,2020,
Gabon,Offshore wind energy,2021,
Gabon,Offshore wind energy,2022,
Gabon,Offshore wind energy,2023,
Gabon,Renewable hydropower,2019,
Gabon,Renewable hydropower,2020,
Gabon,Renewable hydropower,2021,75.42
Gabon,Renewable hydropower,2022,
Gabon,Renewable hydropower,2023,
Gabon,Pumped storage,2019,
Gabon,Pumped storage,2020,
Gabon,Pumped storage,2021,
Gabon,Pumped storage,2022,
Gabon,Pumped storage,2023,
Gabon,Marine energy,2019,
Gabon,Marine energy,2020,
Gabon,Marine energy,2021,
Gabon,Marine energy,2022,
Gabon,Marine energy,2023,
Gabon,Nuclear,2019,
Gabon,Nuclear,2020,
Gabon,Nuclear,2021,
Gabon,Nuclear,2022,
Gabon,Nuclear,2023,
Gambia (the),Ongrid solar photovoltaic,2019,11.12
Gambia (the),Ongrid solar photovoltaic,2020,31.12
Gambia (the),Ongrid solar photovoltaic,2021,0.01
Gambia (the),Ongrid solar photovoltaic,2022,0.11
Gambia (the),Ongrid solar photovoltaic,2023,
Gambia (the),Offgrid solar photovoltaic,2019,
Gambia (the),Offgrid solar photovoltaic,2020,
Gambia (the),Offgrid solar photovoltaic,2021,
Gambia (the),Offgrid solar photovoltaic,2022,25.38
Gambia (the),Offgrid solar photovoltaic,2023,0.18
Gambia (the),Solar thermal energy,2019,
Gambia (the),Solar thermal energy,2020,
Gambia (the),Solar thermal energy,2021,
Gambia (the),Solar thermal energy,2022,
Gambia (the),Solar thermal energy,2023,
Gambia (the),Concentrated solar power,2019,
Gambia (the),Concentrated solar power,2020,
Gambia (the),Concentrated solar power,2021,
Gambia (the),Concentrated solar power,2022,
Gambia (the),Concentrated solar power,2023,
Gambia (the),Onshore wind energy,2019,
Gambia (the),Onshore wind energy,2020,
Gambia (the),Onshore wind energy,2021,
Gambia (the),Onshore wind energy,2022,
Gambia (the),Onshore wind energy,2023,
Gambia (the),Offshore wind energy,2019,
Gambia (the),Offshore wind energy,2020,
Gambia (the),Offshore wind energy,2021,
Gambia (the),Offshore wind energy,2022,
Gambia (the),Offshore wind energy,2023,
Gambia (the),Renewable hydropower,2019,
Gambia (the),Renewable hydropower,2020,
Gambia (the),Renewable hydropower,2021,
Gambia (the),Renewable hydropower,2022,
Gambia (the),Renewable hydropower,2023,
Gambia (the),Pumped storage,2019,
Gambia (the),Pumped storage,2020,
Gambia (the),Pumped storage,2021,
Gambia (the),Pumped storage,2022,
Gambia (the),Pumped storage,2023,
Gambia (the),Marine energy,2019,
Gambia (the),Marine energy,2020,
Gambia (the),Marine energy,2021,
Gambia (the),Marine energy,2022,
Gambia (the),Marine energy,2023,
Gambia (the),Nuclear,2019,
Gambia (the),Nuclear,2020,
Gambia (the),Nuclear,2021,
Gambia (the),Nuclear,2022,
Gambia (the),Nuclear,2023,
Georgia,Ongrid solar photovoltaic,2019,11.69
Georgia,Ongrid solar photovoltaic,2020,0.66
Georgia,Ongrid solar photovoltaic,2021,0.86
Georgia,Ongrid solar photovoltaic,2022,0.92
Georgia,Ongrid solar photovoltaic,2023,0.81
Georgia,Offgrid solar photovoltaic,2019,0.38
Georgia,Offgrid solar photovoltaic,2020,0.01
Georgia,Offgrid solar photovoltaic,2021,0.11
Georgia,Offgrid solar photovoltaic,2022,
Georgia,Offgrid solar photovoltaic,2023,
Georgia,Solar thermal energy,2019,0.03
Georgia,Solar thermal energy,2020,
Georgia,Solar thermal energy,2021,
Georgia,Solar thermal energy,2022,
Georgia,Solar thermal energy,2023,
Georgia,Concentrated solar power,2019,
Georgia,Concentrated solar power,2020,
Georgia,Concentrated solar power,2021,
Georgia,Concentrated solar power,2022,
Georgia,Concentrated solar power,2023,
Georgia,Onshore wind energy,2019,0.11
Georgia,Onshore wind energy,2020,0.05
Georgia,Onshore wind energy,2021,
Georgia,Onshore wind energy,2022,3.82
Georgia,Onshore wind energy,2023,
Georgia,Offshore wind energy,2019,
Georgia,Offshore wind energy,2020,
Georgia,Offshore wind energy,2021,
Georgia,Offshore wind energy,2022,
Georgia,Offshore wind energy,2023,
Georgia,Renewable hydropower,2019,0.03
Georgia,Renewable hydropower,2020,
Georgia,Renewable hydropower,2021,2.91
Georgia,Renewable hydropower,2022,2.18
Georgia,Renewable hydropower,2023,29.01
Georgia,Pumped storage,2019,
Georgia,Pumped storage,2020,
Georgia,Pumped storage,2021,
Georgia,Pumped storage,2022,
